SampleID,longitude,latitude,Easting,Northing,class,classnum,subclass,type,Source
Supplemental98,-106.900799,38.87891653,335119.8367,4305056.986,IrrigLawnPasture,9,,Community,Supplemental
Supplemental99,-106.902484,38.87760167,334970.6216,4304914.106,IrrigLawnPasture,9,,Community,Supplemental
Supplemental996,-106.974419,38.86581716,328701.8647,4303738.797,IrrigLawnPasture,9,,Community,Supplemental
Supplemental997,-106.974992,38.86573039,328651.9393,4303730.243,IrrigLawnPasture,9,,Community,Supplemental
Supplemental998,-106.97691,38.86496566,328483.6834,4303648.974,IrrigLawnPasture,9,,Community,Supplemental
Supplemental999,-106.976557,38.864689,328513.6473,4303617.606,IrrigLawnPasture,9,,Community,Supplemental
260,-107.0404568,38.97970652,323254.926,4316504.784,WetAlpine,10,,Community,MeadowPlot
263,-107.0402787,38.98020257,323271.593,4316559.493,WetAlpine,10,,Community,MeadowPlot
264,-107.0401244,38.9801432,323284.8095,4316552.604,WetAlpine,10,,Community,MeadowPlot
265,-107.0399795,38.98045944,323298.1458,4316587.421,WetAlpine,10,,Community,MeadowPlot
268,-107.0403136,38.98120681,323271.062,4316671.017,WetAlpine,10,,Community,MeadowPlot
273,-107.03773,38.97944977,323490.5063,4316470.998,WetAlpine,10,,Community,MeadowPlot
372,-107.0642749,38.99103225,321220.1168,4317808.293,WetAlpine,10,,Community,MeadowPlot
373,-107.0641332,38.99085715,321231.947,4317788.581,WetAlpine,10,,Community,MeadowPlot
Supplemental792,-107.06051,38.99330291,321551.9133,4318052.916,WetAlpine,10,,Community,Supplemental
Supplemental793,-107.061079,38.99279206,321501.3474,4317997.335,WetAlpine,10,,Community,Supplemental
Supplemental794,-107.061276,38.99248755,321483.5194,4317963.925,WetAlpine,10,,Community,Supplemental
Supplemental795,-107.061834,38.9923342,321434.8039,4317948,WetAlpine,10,,Community,Supplemental
Supplemental796,-107.0607531,38.99235116,321528.4626,4317947.762,WetAlpine,10,,Community,Supplemental
Supplemental797,-107.060556,38.99264376,321546.273,4317979.85,WetAlpine,10,,Community,Supplemental
Supplemental798,-107.060322,38.9929236,321567.2434,4318010.45,WetAlpine,10,,Community,Supplemental
Supplemental799,-107.060522,38.99272875,321549.4314,4317989.216,WetAlpine,10,,Community,Supplemental
Supplemental800,-107.060259,38.99296411,321572.8017,4318014.822,WetAlpine,10,,Community,Supplemental
Supplemental801,-107.060949,38.99214727,321510.9866,4317925.517,WetAlpine,10,,Community,Supplemental
Supplemental802,-107.061991,38.99229484,321421.1067,4317943.94,WetAlpine,10,,Community,Supplemental
Supplemental803,-107.062197,38.99193992,321402.3684,4317904.953,WetAlpine,10,,Community,Supplemental
Supplemental804,-107.0621618,38.99178723,321405.0336,4317887.937,WetAlpine,10,,Community,Supplemental
Supplemental805,-107.061587,38.99166896,321454.525,4317873.683,WetAlpine,10,,Community,Supplemental
Supplemental806,-107.061104,38.99178441,321496.6496,4317885.549,WetAlpine,10,,Community,Supplemental
Supplemental807,-107.060986,38.99206221,321507.5681,4317916.149,WetAlpine,10,,Community,Supplemental
Supplemental808,-107.061718,38.99243191,321445.0967,4317958.617,WetAlpine,10,,Community,Supplemental
Supplemental809,-107.0622127,38.99215392,321401.5483,4317928.734,WetAlpine,10,,Community,Supplemental
Supplemental810,-107.0610971,38.99244336,321498.9075,4317958.669,WetAlpine,10,,Community,Supplemental
Supplemental811,-107.06087,38.99254255,321518.8223,4317969.233,WetAlpine,10,,Community,Supplemental
Supplemental812,-107.060882,38.99245512,321517.5633,4317959.553,WetAlpine,10,,Community,Supplemental
Supplemental813,-107.060186,38.99344086,321580.3221,4318067.592,WetAlpine,10,,Community,Supplemental
Supplemental814,-107.061909,38.99243978,321428.5734,4317959.865,WetAlpine,10,,Community,Supplemental
Supplemental815,-107.0625259,38.9914446,321372.6415,4317850.624,WetAlpine,10,,Community,Supplemental
Supplemental816,-107.0627094,38.99099155,321355.6024,4317800.703,WetAlpine,10,,Community,Supplemental
Supplemental817,-107.0627739,38.99148366,321351.2577,4317855.446,WetAlpine,10,,Community,Supplemental
Supplemental818,-107.062484,38.99124798,321375.7738,4317828.72,WetAlpine,10,,Community,Supplemental
Supplemental819,-107.0630248,38.99096771,321328.2307,4317798.675,WetAlpine,10,,Community,Supplemental
Supplemental820,-107.0630312,38.99119073,321328.2307,4317823.44,WetAlpine,10,,Community,Supplemental
Supplemental821,-107.0623377,38.99159447,321389.3159,4317866.889,WetAlpine,10,,Community,Supplemental
Supplemental822,-107.0618636,38.99167921,321430.5919,4317875.363,WetAlpine,10,,Community,Supplemental
Supplemental823,-106.970606,38.98547038,329319.7871,4317011.194,WetAlpine,10,,Community,Supplemental
Supplemental824,-106.970526,38.98554711,329326.901,4317019.56,WetAlpine,10,,Community,Supplemental
Supplemental825,-106.970412,38.98555442,329336.7933,4317020.158,WetAlpine,10,,Community,Supplemental
Supplemental826,-106.97078,38.98527363,329304.2424,4316989.684,WetAlpine,10,,Community,Supplemental
Supplemental827,-106.97074,38.98532814,329307.8382,4316995.659,WetAlpine,10,,Community,Supplemental
Supplemental828,-106.970269,38.98499155,329347.8279,4316957.42,WetAlpine,10,,Community,Supplemental
Supplemental829,-106.970205,38.98503033,329353.4648,4316961.604,WetAlpine,10,,Community,Supplemental
Supplemental830,-106.970294,38.98502881,329345.7519,4316961.602,WetAlpine,10,,Community,Supplemental
Supplemental831,-106.971066,38.98511807,329279.0952,4316972.956,WetAlpine,10,,Community,Supplemental
Supplemental832,-106.971115,38.98516568,329274.9651,4316978.332,WetAlpine,10,,Community,Supplemental
Supplemental833,-106.970647,38.98420453,329313.1945,4316870.781,WetAlpine,10,,Community,Supplemental
Supplemental834,-106.970665,38.98423653,329311.7122,4316874.367,WetAlpine,10,,Community,Supplemental
Supplemental835,-106.971975,38.98432207,329198.4433,4316886.317,WetAlpine,10,,Community,Supplemental
Supplemental836,-106.971983,38.98435962,329197.8406,4316890.5,WetAlpine,10,,Community,Supplemental
Supplemental837,-106.97254,38.98504738,329151.2463,4316967.876,WetAlpine,10,,Community,Supplemental
Supplemental838,-106.972507,38.98510447,329154.242,4316974.15,WetAlpine,10,,Community,Supplemental
Supplemental839,-106.972467,38.98516974,329157.8638,4316981.319,WetAlpine,10,,Community,Supplemental
Supplemental840,-106.970586,38.98558025,329321.7834,4317023.351,WetAlpine,10,,Community,Supplemental
Supplemental841,-106.970333,38.98565736,329343.8835,4317031.434,WetAlpine,10,,Community,Supplemental
Supplemental842,-106.971212,38.98532688,329266.9503,4316996.404,WetAlpine,10,,Community,Supplemental
Supplemental843,-106.9431387,39.00823351,331752.946,4319486.405,WetAlpine,10,,Community,Supplemental
Supplemental844,-106.9428598,39.00812652,331776.8395,4319474.015,WetAlpine,10,,Community,Supplemental
Supplemental845,-106.9427299,39.00801067,331787.8128,4319460.918,WetAlpine,10,,Community,Supplemental
Supplemental846,-106.943599,39.00748451,331711.3102,4319404.129,WetAlpine,10,,Community,Supplemental
Supplemental847,-106.9435961,39.00717178,331710.8226,4319369.415,WetAlpine,10,,Community,Supplemental
Supplemental848,-106.943524,39.00725748,331717.2665,4319378.793,WetAlpine,10,,Community,Supplemental
Supplemental849,-106.9435571,39.00709269,331714.0084,4319360.565,WetAlpine,10,,Community,Supplemental
Supplemental850,-106.9429673,39.00734811,331765.6892,4319387.822,WetAlpine,10,,Community,Supplemental
Supplemental851,-106.943709,39.00756219,331701.9731,4319412.954,WetAlpine,10,,Community,Supplemental
Supplemental852,-106.9430712,39.00741175,331756.8397,4319395.078,WetAlpine,10,,Community,Supplemental
Supplemental853,-106.943376,39.00795439,331731.7342,4319455.866,WetAlpine,10,,Community,Supplemental
Supplemental854,-106.9434837,39.00687384,331719.849,4319336.141,WetAlpine,10,,Community,Supplemental
Supplemental855,-106.944454,39.00548668,331632.5351,4319183.982,WetAlpine,10,,Community,Supplemental
Supplemental856,-106.9448255,39.0059896,331601.5586,4319240.486,WetAlpine,10,,Community,Supplemental
Supplemental857,-106.945127,39.00598191,331575.4312,4319240.191,WetAlpine,10,,Community,Supplemental
Supplemental858,-106.945331,39.0058941,331557.5575,4319230.823,WetAlpine,10,,Community,Supplemental
Supplemental859,-106.9449972,39.00606846,331586.8737,4319249.556,WetAlpine,10,,Community,Supplemental
Supplemental860,-106.9452692,39.00670993,331564.8462,4319321.253,WetAlpine,10,,Community,Supplemental
Supplemental861,-106.9453181,39.00682042,331560.8726,4319333.606,WetAlpine,10,,Community,Supplemental
Supplemental1131,-107.0843459,38.8537394,319133.2565,4302610.434,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1132,-107.0846915,38.85371935,319103.214,4302608.894,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1133,-107.0854445,38.85376836,319037.9938,4302615.826,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1134,-107.084684,38.85396935,319104.4979,4302636.625,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1135,-107.0858,38.85388695,319007.4378,4302629.692,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1136,-107.0865723,38.85388935,318940.4201,4302631.49,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1137,-107.0866594,38.85372815,318932.4602,4302613.772,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1138,-107.087047,38.85377639,318898.9424,4302619.895,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1139,-107.0869722,38.85369942,318905.2423,4302611.204,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1140,-107.087513,38.85349598,318857.7903,4302589.699,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1141,-107.0883012,38.85364641,318789.77,4302607.958,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1142,-107.0886023,38.8537368,318763.8686,4302618.588,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1143,-107.0893157,38.85372183,318701.9252,4302618.343,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1144,-107.090126,38.85414177,318632.6687,4302666.56,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1145,-107.0913458,38.85499604,318528.9844,4302763.794,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1146,-107.091221,38.85534646,318540.7056,4302802.437,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1147,-107.091336,38.85548044,318531.0665,4302817.536,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1148,-107.091595,38.85518753,318507.8479,4302785.542,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1149,-107.092079,38.85517666,318465.8192,4302785.298,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1150,-107.0926868,38.85549932,318413.8942,4302822.317,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1151,-107.092337,38.85563564,318444.5945,4302836.751,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1152,-107.0928596,38.8557216,318399.4626,4302847.331,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1153,-107.09383,38.85586856,318315.625,4302865.572,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1154,-107.094333,38.8579124,318277.1791,4303093.407,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1155,-107.093984,38.85789392,318307.4173,4303090.662,WetMeadowAlluv,11,,Community,Supplemental
Supplemental1156,-107.09386,38.85741386,318316.9555,4303037.136,WetMeadowAlluv,11,,Community,Supplemental
Supplemental761,-107.012289,38.93235843,325578.9618,4311195.561,WetMeadowAlluv,11,,Community,Supplemental
Supplemental762,-107.012049,38.93214771,325599.2501,4311171.715,WetMeadowAlluv,11,,Community,Supplemental
Supplemental763,-107.01211,38.93286104,325595.7101,4311251,WetMeadowAlluv,11,,Community,Supplemental
Supplemental764,-107.011495,38.9317759,325646.3632,4311129.39,WetMeadowAlluv,11,,Community,Supplemental
Supplemental766,-107.011019,38.93124696,325686.3306,4311069.775,WetMeadowAlluv,11,,Community,Supplemental
Supplemental767,-107.010513,38.93108381,325729.7947,4311050.7,WetMeadowAlluv,11,,Community,Supplemental
Supplemental768,-107.010103,38.93095121,325765.0118,4311035.2,WetMeadowAlluv,11,,Community,Supplemental
Supplemental769,-107.009578,38.93086357,325810.3081,4311024.469,WetMeadowAlluv,11,,Community,Supplemental
Supplemental770,-107.010067,38.93064567,325767.3847,4311001.221,WetMeadowAlluv,11,,Community,Supplemental
Supplemental771,-107.0106,38.93075466,325721.447,4311014.336,WetMeadowAlluv,11,,Community,Supplemental
Supplemental772,-107.011827,38.93207098,325618.3063,4311162.774,WetMeadowAlluv,11,,Community,Supplemental
Supplemental773,-107.01256,38.93293924,325556.8935,4311260.54,WetMeadowAlluv,11,,Community,Supplemental
Supplemental774,-107.011133,38.93162636,325677.3774,4311112.1,WetMeadowAlluv,11,,Community,Supplemental
Supplemental775,-107.010487,38.93041821,325730.419,4310976.779,WetMeadowAlluv,11,,Community,Supplemental
Supplemental776,-107.009501,38.93055337,325816.224,4310989.895,WetMeadowAlluv,11,,Community,Supplemental
Supplemental777,-107.012006,38.93259427,325604.0717,4311221.194,WetMeadowAlluv,11,,Community,Supplemental
Supplemental778,-107.005759,38.92452488,326125.8861,4310313.683,WetMeadowAlluv,11,,Community,Supplemental
Supplemental779,-107.005603,38.9241731,326138.5515,4310274.343,WetMeadowAlluv,11,,Community,Supplemental
Supplemental780,-107.005434,38.92410303,326153.0319,4310266.244,WetMeadowAlluv,11,,Community,Supplemental
Supplemental781,-107.005558,38.92376207,326141.4491,4310228.64,WetMeadowAlluv,11,,Community,Supplemental
Supplemental783,-107.006008,38.92482816,326105.0398,4310347.817,WetMeadowAlluv,11,,Community,Supplemental
Supplemental784,-107.006744,38.92537327,326042.5644,4310409.72,WetMeadowAlluv,11,,Community,Supplemental
Supplemental790,-107.005218,38.92259503,326168.0766,4310098.468,WetMeadowAlluv,11,,Community,Supplemental
Supplemental791,-107.004875,38.92298666,326198.7697,4310141.279,WetMeadowAlluv,11,,Community,Supplemental
2,-106.9861018,38.95728708,327909.3113,4313912.451,WetMeadowTill,12,,Community,MeadowPlot
3,-106.9861565,38.95736722,327904.768,4313921.449,WetMeadowTill,12,,Community,MeadowPlot
7,-106.984755,38.95782607,328027.329,4313969.727,WetMeadowTill,12,,Community,MeadowPlot
73,-106.9736616,38.92689756,328914.2675,4310516.272,WetMeadowTill,12,,Community,MeadowPlot
75,-106.9730344,38.92705112,328969.0108,4310532.137,WetMeadowTill,12,,Community,MeadowPlot
76,-106.9730581,38.92709104,328967.0523,4310536.613,WetMeadowTill,12,,Community,MeadowPlot
77,-106.9728777,38.92702617,328982.5313,4310529.074,WetMeadowTill,12,,Community,MeadowPlot
78,-106.9727663,38.92701134,328992.1505,4310527.22,WetMeadowTill,12,,Community,MeadowPlot
82,-106.9725481,38.92730119,329011.7635,4310558.979,WetMeadowTill,12,,Community,MeadowPlot
144,-107.002442,38.98770994,326567.6058,4317319.928,WetMeadowTill,12,,Community,MeadowPlot
145,-107.0024678,38.98780675,326565.6063,4317330.721,WetMeadowTill,12,,Community,MeadowPlot
146,-107.0026356,38.98763126,326550.6413,4317311.565,WetMeadowTill,12,,Community,MeadowPlot
148,-107.0030918,38.98727714,326510.2685,4317273.132,WetMeadowTill,12,,Community,MeadowPlot
152,-107.0041623,38.98654135,326415.7445,4317193.511,WetMeadowTill,12,,Community,MeadowPlot
179,-107.0117535,38.93500535,325631.868,4311488.303,WetMeadowTill,12,,Community,MeadowPlot
183,-107.0121602,38.93453498,325595.4608,4311436.877,WetMeadowTill,12,,Community,MeadowPlot
Supplemental1205,-106.946572,38.9292721,331268.3331,4310729.306,WetMeadowTill,12,,Community,Supplemental
Supplemental1206,-106.946503,38.92876555,331273.114,4310672.96,WetMeadowTill,12,,Community,Supplemental
Supplemental1210,-106.944389,38.92753875,331453.4704,4310532.894,WetMeadowTill,12,,Community,Supplemental
Supplemental1211,-106.944124,38.92734009,331475.9732,4310510.356,WetMeadowTill,12,,Community,Supplemental
Supplemental1212,-106.943959,38.92673359,331488.8416,4310442.739,WetMeadowTill,12,,Community,Supplemental
Supplemental1213,-106.944402,38.92934618,331456.6225,4310733.512,WetMeadowTill,12,,Community,Supplemental
Supplemental1214,-106.944215,38.92945426,331473.0891,4310745.162,WetMeadowTill,12,,Community,Supplemental
Supplemental1219,-106.945962,38.93133177,331326.0934,4310956.766,WetMeadowTill,12,,Community,Supplemental
Supplemental1222,-106.95127,38.92807706,330858.231,4310605.384,WetMeadowTill,12,,Community,Supplemental
Supplemental1223,-106.95163,38.92812352,330827.1329,4310611.209,WetMeadowTill,12,,Community,Supplemental
Supplemental1224,-106.951567,38.928282,330832.971,4310628.681,WetMeadowTill,12,,Community,Supplemental
Supplemental1225,-106.951378,38.92831141,330849.4252,4310631.594,WetMeadowTill,12,,Community,Supplemental
Supplemental1226,-106.950468,38.9308573,330934.3593,4310912.457,WetMeadowTill,12,,Community,Supplemental
Supplemental1227,-106.950388,38.93106253,330941.7816,4310935.086,WetMeadowTill,12,,Community,Supplemental
Supplemental1228,-106.948424,38.93271709,331115.9592,4311115.073,WetMeadowTill,12,,Community,Supplemental
Supplemental1229,-106.948607,38.93297958,331100.7189,4311144.544,WetMeadowTill,12,,Community,Supplemental
Supplemental1230,-106.948728,38.93359877,331091.6994,4311213.488,WetMeadowTill,12,,Community,Supplemental
Supplemental1231,-106.948001,38.93368202,331154.9157,4311221.38,WetMeadowTill,12,,Community,Supplemental
Supplemental1232,-106.946705,38.93312988,331265.9482,4311157.702,WetMeadowTill,12,,Community,Supplemental
Supplemental1233,-106.946877,38.93317918,331251.1554,4311163.492,WetMeadowTill,12,,Community,Supplemental
Supplemental694,-106.988687,38.95426093,327677.9634,4313581.483,WetMeadowTill,12,,Community,Supplemental
Supplemental695,-106.988442,38.95416724,327698.9678,4313570.622,WetMeadowTill,12,,Community,Supplemental
Supplemental696,-106.987886,38.95433218,327747.5494,4313587.876,WetMeadowTill,12,,Community,Supplemental
Supplemental697,-106.988489,38.95402248,327694.5441,4313554.645,WetMeadowTill,12,,Community,Supplemental
Supplemental698,-106.989034,38.95424352,327647.8507,4313580.208,WetMeadowTill,12,,Community,Supplemental
Supplemental699,-106.988618,38.95363449,327682.4251,4313511.828,WetMeadowTill,12,,Community,Supplemental
Supplemental700,-106.988436,38.9537182,327698.3999,4313520.774,WetMeadowTill,12,,Community,Supplemental
Supplemental701,-106.988855,38.95337711,327661.2632,4313483.711,WetMeadowTill,12,,Community,Supplemental
Supplemental702,-106.987085,38.95363759,327815.2813,4313509.273,WetMeadowTill,12,,Community,Supplemental
Supplemental703,-106.986082,38.95363739,327902.2001,4313507.355,WetMeadowTill,12,,Community,Supplemental
Supplemental704,-106.985474,38.95353833,327954.6493,4313495.213,WetMeadowTill,12,,Community,Supplemental
Supplemental705,-106.985133,38.95346352,327984.0192,4313486.266,WetMeadowTill,12,,Community,Supplemental
Supplemental706,-106.989332,38.9549006,327623.619,4313653.697,WetMeadowTill,12,,Community,Supplemental
Supplemental707,-106.988242,38.95256416,327712.4164,4313392.327,WetMeadowTill,12,,Community,Supplemental
Supplemental708,-106.985738,38.95137458,327926.5368,4313255.569,WetMeadowTill,12,,Community,Supplemental
Supplemental709,-106.98569,38.95150783,327931.0189,4313270.267,WetMeadowTill,12,,Community,Supplemental
Supplemental710,-106.986313,38.95084082,327875.4145,4313197.416,WetMeadowTill,12,,Community,Supplemental
Supplemental711,-106.9865,38.95117161,327860.0091,4313234.482,WetMeadowTill,12,,Community,Supplemental
Supplemental712,-106.98531,38.95004601,327960.4149,4313107.31,WetMeadowTill,12,,Community,Supplemental
Supplemental713,-106.985396,38.95020002,327953.3343,4313124.566,WetMeadowTill,12,,Community,Supplemental
Supplemental714,-106.984609,38.95135348,328024.3272,4313251.095,WetMeadowTill,12,,Community,Supplemental
Supplemental715,-106.984841,38.95145319,328004.4627,4313262.6,WetMeadowTill,12,,Community,Supplemental
Supplemental718,-106.987623,38.9539048,327769.3057,4313539.946,WetMeadowTill,12,,Community,Supplemental
Supplemental719,-106.987774,38.95402315,327756.5068,4313553.367,WetMeadowTill,12,,Community,Supplemental
Supplemental720,-106.889853,38.90693774,336133.8222,4308147.111,WetMeadowTill,12,,Community,Supplemental
Supplemental721,-106.889382,38.90700692,336174.824,4308153.942,WetMeadowTill,12,,Community,Supplemental
Supplemental722,-106.888726,38.90702438,336231.7492,4308154.702,WetMeadowTill,12,,Community,Supplemental
Supplemental723,-106.887974,38.90705023,336297.0183,4308156.22,WetMeadowTill,12,,Community,Supplemental
Supplemental724,-106.887331,38.90691014,336352.4543,4308139.519,WetMeadowTill,12,,Community,Supplemental
Supplemental725,-106.887699,38.90689736,336320.5138,4308138.761,WetMeadowTill,12,,Community,Supplemental
Supplemental726,-106.886744,38.90654345,336402.5141,4308097.769,WetMeadowTill,12,,Community,Supplemental
Supplemental727,-106.886402,38.90619331,336431.367,4308058.296,WetMeadowTill,12,,Community,Supplemental
Supplemental728,-106.885897,38.90661187,336476.1192,4308103.843,WetMeadowTill,12,,Community,Supplemental
Supplemental729,-106.885387,38.90620288,336519.4057,4308057.538,WetMeadowTill,12,,Community,Supplemental
Supplemental730,-106.885376,38.90580634,336519.4497,4308013.51,WetMeadowTill,12,,Community,Supplemental
Supplemental731,-106.886039,38.90571355,336461.7438,4308004.401,WetMeadowTill,12,,Community,Supplemental
Supplemental732,-106.885744,38.9051301,336485.9862,4307939.119,WetMeadowTill,12,,Community,Supplemental
Supplemental733,-106.885882,38.90538095,336474.5949,4307967.206,WetMeadowTill,12,,Community,Supplemental
Supplemental734,-106.888294,38.9049042,336264.338,4307918.624,WetMeadowTill,12,,Community,Supplemental
Supplemental735,-106.888271,38.9050482,336266.6634,4307934.564,WetMeadowTill,12,,Community,Supplemental
Supplemental736,-106.888235,38.90467943,336268.9378,4307893.572,WetMeadowTill,12,,Community,Supplemental
Supplemental737,-106.893475,38.90519645,335815.7274,4307960.374,WetMeadowTill,12,,Community,Supplemental
Supplemental738,-106.893215,38.90528959,335838.4885,4307970.242,WetMeadowTill,12,,Community,Supplemental
Supplemental739,-106.893228,38.90481058,335836.2575,4307917.104,WetMeadowTill,12,,Community,Supplemental
Supplemental740,-106.892529,38.90585472,335899.278,4308031.727,WetMeadowTill,12,,Community,Supplemental
Supplemental741,-106.891402,38.90659801,335998.7184,4308112.192,WetMeadowTill,12,,Community,Supplemental
Supplemental742,-106.891153,38.90676621,336020.6977,4308130.411,WetMeadowTill,12,,Community,Supplemental
Supplemental745,-106.961493,38.9236053,329961.3187,4310128.114,WetMeadowTill,12,,Community,Supplemental
Supplemental746,-106.961302,38.92369851,329978.1001,4310138.103,WetMeadowTill,12,,Community,Supplemental
Supplemental747,-106.961026,38.92375633,330002.1661,4310144.005,WetMeadowTill,12,,Community,Supplemental
Supplemental748,-106.959548,38.92312256,330128.7899,4310070.912,WetMeadowTill,12,,Community,Supplemental
Supplemental749,-106.959582,38.92324061,330126.1239,4310084.077,WetMeadowTill,12,,Community,Supplemental
Supplemental753,-106.959647,38.92236819,330118.4072,4309987.374,WetMeadowTill,12,,Community,Supplemental
214,-107.0917538,38.85726416,318499.3465,4303016.331,Festuca,13,thurberi,Grasses,MeadowPlot
Digitized137,-106.8879184,38.90581769,336299.0088,4308019.33,Festuca,13,thurberi,Grasses,Digitized
Digitized138,-106.8878486,38.90578394,336304.9804,4308015.459,Festuca,13,thurberi,Grasses,Digitized
Digitized139,-106.887808,38.9058193,336308.5826,4308019.311,Festuca,13,thurberi,Grasses,Digitized
Digitized140,-106.8877909,38.90578521,336309.9888,4308015.497,Festuca,13,thurberi,Grasses,Digitized
Digitized141,-106.8891704,38.9062092,336191.3373,4308065.029,Festuca,13,thurberi,Grasses,Digitized
Digitized142,-106.8891428,38.90616152,336193.6187,4308059.688,Festuca,13,thurberi,Grasses,Digitized
Digitized143,-106.8891738,38.90613118,336190.8643,4308056.377,Festuca,13,thurberi,Grasses,Digitized
Digitized144,-106.8888681,38.90625102,336217.6456,4308069.128,Festuca,13,thurberi,Grasses,Digitized
Digitized145,-106.888753,38.90622235,336227.5602,4308065.739,Festuca,13,thurberi,Grasses,Digitized
Digitized146,-106.888701,38.90614003,336231.8865,4308056.51,Festuca,13,thurberi,Grasses,Digitized
Digitized147,-106.8886076,38.9060678,336239.8182,4308048.326,Festuca,13,thurberi,Grasses,Digitized
Digitized148,-106.8866666,38.90708664,336410.4773,4308157.915,Festuca,13,thurberi,Grasses,Digitized
Digitized149,-106.8867272,38.90702897,336405.0841,4308151.623,Festuca,13,thurberi,Grasses,Digitized
Digitized150,-106.8865957,38.90708198,336416.608,4308157.27,Festuca,13,thurberi,Grasses,Digitized
Digitized151,-106.8862638,38.90710395,336445.4409,4308159.113,Festuca,13,thurberi,Grasses,Digitized
Digitized152,-106.8864732,38.90718322,336427.4636,4308168.287,Festuca,13,thurberi,Grasses,Digitized
Digitized153,-106.8862594,38.90696673,336445.5054,4308143.876,Festuca,13,thurberi,Grasses,Digitized
Digitized154,-106.886324,38.90697887,336439.9307,4308145.34,Festuca,13,thurberi,Grasses,Digitized
Digitized155,-106.8863236,38.9070127,336440.0433,4308149.094,Festuca,13,thurberi,Grasses,Digitized
Digitized156,-106.8861145,38.90311459,336449.2341,4307716.098,Festuca,13,thurberi,Grasses,Digitized
Digitized157,-106.8861077,38.9032208,336450.0627,4307727.873,Festuca,13,thurberi,Grasses,Digitized
Digitized158,-106.8860039,38.90327042,336459.1776,4307733.194,Festuca,13,thurberi,Grasses,Digitized
Digitized159,-106.8862333,38.90330915,336439.3778,4307737.904,Festuca,13,thurberi,Grasses,Digitized
Digitized160,-106.8865177,38.9033022,336414.6934,4307737.642,Festuca,13,thurberi,Grasses,Digitized
Digitized161,-106.886525,38.90311936,336413.6468,4307717.363,Festuca,13,thurberi,Grasses,Digitized
Digitized162,-106.8864073,38.90308,336423.7647,4307712.784,Festuca,13,thurberi,Grasses,Digitized
Digitized163,-106.8857363,38.90303006,336481.8356,4307706.038,Festuca,13,thurberi,Grasses,Digitized
Digitized164,-106.8857164,38.90298615,336483.4592,4307701.129,Festuca,13,thurberi,Grasses,Digitized
Digitized165,-106.8857317,38.90296744,336482.0869,4307699.08,Festuca,13,thurberi,Grasses,Digitized
Digitized166,-106.895065,38.88532209,335632.0203,4305757.54,Festuca,13,thurberi,Grasses,Digitized
Digitized167,-106.8950073,38.88536,335637.1127,4305761.644,Festuca,13,thurberi,Grasses,Digitized
Digitized168,-106.8950693,38.88540355,335631.8371,4305766.589,Festuca,13,thurberi,Grasses,Digitized
Digitized169,-106.895346,38.8853578,335607.7305,4305762.01,Festuca,13,thurberi,Grasses,Digitized
Digitized170,-106.8953015,38.88528755,335611.4308,4305754.133,Festuca,13,thurberi,Grasses,Digitized
Digitized171,-106.8952185,38.88562191,335619.4005,4305791.092,Festuca,13,thurberi,Grasses,Digitized
Digitized172,-106.8950344,38.8855443,335635.1858,4305782.147,Festuca,13,thurberi,Grasses,Digitized
Digitized173,-106.895103,38.88561363,335629.3979,4305789.965,Festuca,13,thurberi,Grasses,Digitized
Digitized174,-106.8952765,38.88570124,335614.5522,4305800,Festuca,13,thurberi,Grasses,Digitized
Digitized175,-106.8953813,38.88560234,335605.2314,4305789.213,Festuca,13,thurberi,Grasses,Digitized
Digitized176,-106.8954104,38.88557139,335602.6381,4305785.83,Festuca,13,thurberi,Grasses,Digitized
Digitized177,-106.8976638,38.88335715,335402.0662,4305544.153,Festuca,13,thurberi,Grasses,Digitized
Digitized178,-106.8978918,38.88314274,335381.7899,4305520.769,Festuca,13,thurberi,Grasses,Digitized
Digitized179,-106.8978004,38.88355629,335390.67,4305566.501,Festuca,13,thurberi,Grasses,Digitized
Digitized180,-106.8978808,38.88353165,335383.6399,4305563.911,Festuca,13,thurberi,Grasses,Digitized
